Factura,Referencia,Pedido,Almacen,Fecha_Conta,Fecha_Venc,Cliente,Nombre_Cliente,Nombre_Extran,Costo$,DiscPrcnt,IVA,Total$,USD$,Codigo,FrgnName,Quantity,UM,Domicilio,Colonia,Cuidad,Estado,CP,Transporte,DESTINO,DIRECCION,Lote,FISCAL,TELEFONO,RFC
242420,HRZ,192876,1,2026-08-12,2026-09-11,C02514,HOTEL ROYAL PLAZA,HOLIDAY INN MEXICO PLAZA UNIVERSIDAD A0210800 (MEXAA),627.66,0,100.43,728.09,0.0,68739026,,1,CJA,PARROQUIA 1056 ENTRADA APROVEEDORES A ESPALDAS,SANTA CRUZ ATOYAC,MEXICO,CMX,3310,One Paqueteria C.Regreso,"MEXICO, CMX.","PARROQUIA 1056 ENTRADA APROVEEDORES A ESPALDAS, SANTA CRUZ ATOYAC, 03310, MEXICO, CMX",,"AV CUAUHTEMOC 1361   SANTA CRUZ ATOYAC_x000D__x000D_MEXICO,03310, CMX_x000D_MX",55 9183 7739,HRP880129QX5
242421,staybridge,193123,1,2026-08-12,2026-08-27,C08608,HOTEL ROYAL PLAZA,STAYBRIDGE  SUITES PUEBLA (PUEAA),1740.33,0,278.45,2018.78,0.0,69706958,,3,CJA,Av Hermanos Serdan 810 INT SN,El Riego Sur,Puebla,PUE,72160,Cobro Regreso,"Puebla, PUE.","Av Hermanos Serdan 810 INT SN, El Riego Sur, 72160, Puebla, PUE",,"AV CUAUHTEMOC 1361   SANTA CRUZ ATOYAC_x000D__x000D_CUAUHTEMOC,03310, CMX_x000D_MX",222 690 0506,HRP880129QX5
242425,TY-13986,193353,1,2026-08-12,2026-08-27,C07320,IMPULSORA PLAZA JUAREZ,CITY EXPRESS TIJUANA INSURGENTES (CETII),3017.19,0,482.75,3499.94,0.0,4051-L12,,3,CJA,BLVD INSURGENTES #5950,EL LAGO,TIJUANA,BC,22210,Cobro Regreso,"TIJUANA, BC.","BLVD INSURGENTES #5950, EL LAGO, 22210, TIJUANA, BC",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 664 969 2180,IPJ030829QDA
242426,OW-08993,193356,1,2026-08-12,2026-08-27,C07186,IMPULSORA PLAZA GUADIANA,CITY EXPRESS DURANGO (CEDGO),4022.92,0,643.67,4666.59,0.0,4051-L10,,4,CJA,BLVD. FRANCISCO VILLA No. 4021,20 DE NOVIEMBRE,DURANGO,DUR,34234,Cobro Regreso,"DURANGO, DUR.","BLVD. FRANCISCO VILLA No. 4021, 20 DE NOVIEMBRE, 34234, DURANGO, DUR",,"JUAN SALVADOR AGRAZ #69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, DF2_x000D_MX",01-618-150-3800,IPG110812574
242427,219916 maritza,193357,1,2026-08-12,2026-08-12,C03289,HOSPEDAJE DE ARANDAS,JAGUA DE ARANDAS,5839.5,0,934.32,6773.82,0.0,4016-L04,,5,CJA,ALVARO OBREGON No.51,CENTRO,ARANDAS,JAL,47180,Cobro Destino,"ARANDAS, JAL.","ALVARO OBREGON No.51, CENTRO, 47180, ARANDAS, JAL",,"CALLE ALVARO OBREGON #51   ARANDAS CENTRO_x000D__x000D_ARANDAS,47180, JAL_x000D_MX",348 784 7878,HAR120723BW2
242428,C04244,193358,1,2026-08-12,2026-08-12,C04244,INDUSTRIA HOTELERA DE NAYARIT,HOTEL VILLA LAS ROSAS,2735.97,0,437.76,3173.73,0.0,4016-J07,,3,CJA,AV. INSURGENTES PTE #100,CENTRO,TEPIC,NAY,63000,Cobro Destino,"TEPIC, NAY.","AV. INSURGENTES PTE #100, CENTRO, 63000, TEPIC, NAY",,"AV. INSURGENTES PTE #100   CENTRO_x000D__x000D_TEPIC,63000, NAY_x000D_MX",311-214-50-01,IHN850204Q90
242429,,193361,1,2026-08-12,2026-08-27,C00456,HOTELERA BAJO LERMA,HOLIDAY INN LA PIEDAD (LPDEX),2188.8,0,350.21,2539.01,0.0,68732292,,4,CJA,KM.2.5 CARRETERA LA PIEDAD,MARGARITAS,LA PIEDAD,MCH,59300,Cobro Destino,"LA PIEDAD, MCH.","KM.2.5 CARRETERA LA PIEDAD, MARGARITAS, 59300, LA PIEDAD, MCH",,"CARRETERA LA PIEDAD GUADALAJARA KM 2.5  SIN NUMERO   MARGARITA_x000D__x000D_LA PIEDAD,59300, MCH_x000D_MX",352 526 3017,HBL920330BGA
242430,8M288,193352,1,2026-08-12,2026-08-12,C09644,CORPORATIVO TURISTICO GB,POSADA DE DON VASCO,2215.0,0,354.4,2569.4,0.0,4029-A05,MISCELANEOS,1,CJA,AVENIDA LAZARO CARDENAS 450,CENTRO,PATZCUARO,MCH,61600,Cobro Destino,"PATZCUARO, MCH.","AVENIDA LAZARO CARDENAS 450, CENTRO, 61600, PATZCUARO, MCH",,"MONTE PELVOUX #120 INT 302   LOMAS DE CHAPULTEPEC I SECCION_x000D__x000D_MIGUEL HIDALGO,11000, CMX_x000D_MX",434 342 0227,CTG2505123K0
242431,HOTEL DEL VIAJERO,193364,1,2026-08-12,2026-08-27,C08273,OPERADORA RECREO LAGUNERO,HOTEL DEL VIAJERO,8207.91,0,1313.27,9521.18,0.0,4016-J07,,9,CJA,AV 10 DE JULIO 455,FRANCISCO I MADERO,CIUDAD DEL CARMEN,CAM,24190,Cobro Destino,"CIUDAD DEL CARMEN, CAM.","AV 10 DE JULIO 455, FRANCISCO I MADERO, 24190, CIUDAD DEL CARMEN, CAM",,"AV CONCORDIA MEZZANINE 10   PETROLERA_x000D__x000D_CIUDAD DEL CARMEN,24179, CAM_x000D_MX",938 384 4840,ORL210122PB3
242432,,193367,1,2026-08-12,2026-09-11,C06384,OPERADORA HOTELERA AGSDTL,FAIRFIELD INN & SUITES AGUASCALIENTES,796.49,0,127.44,923.93,0.0,C06601-L11,,1,CJA,AV. PASEO SAN GERARDO No. 101,SAN GERARDO,AGUASCALIENTES,AGS,20348,Cobro Regreso,"AGUASCALIENTES, AGS.","AV. PASEO SAN GERARDO No. 101, SAN GERARDO, 20348, AGUASCALIENTES, AGS",,"AVENIDA PROLONGACION PASEO DE LA REFORMA 215 INT PISO 10 OF 1012   PASEO DE LAS LOMAS_x000D__x000D_ALVARO OBREGON,01330, CMX_x000D_MX",449 139 7010,OHA171023B98
242434,310,193346,1,2026-08-12,2026-08-27,C08613,MULTISERVICIOS INMOBILIARIOS TURISTICOS,YUCATAN COUNTRY CLUB,2215.0,0,354.4,2569.4,0.0,4029-A05,MISCELANEOS,1,CJA,AV  COUNTRY CLUB TABLAJE 27440 LOTE 1 INTERIOR SUB CONDOMINIO YVR 1,SIN NOMBRE,MERIDA,YUC,97308,Tres Guerras C.Regreso,"MERIDA, YUC.","AV  COUNTRY CLUB TABLAJE 27440 LOTE 1 INTERIOR SUB CONDOMINIO YVR 1, SIN NOMBRE, 97308, MERIDA, YUC",,"AV  COUNTRY CLUB TABLAJE 27440 LOTE 1 INTERIOR SUB CONDOMINIO YVR 1_x000D__x000D_MERIDA,97308, YUC_x000D_MX",99 99 30 37 80,MIT090603F94
242435,,193349,1,2026-08-12,2026-08-12,C08202,INMOBILIARIA DE LAS RIAS BAJAS,INMOBILIARIA DE LAS RIAS BAJAS SA DE CV,1167.9,0,186.86,1354.76,0.0,4016-L04,,1,CJA,CARRT AL NTE ENTRE KM 3.5 Y PR,LA PRESITA BADIRAGUATO,CULIACAN,SIN,80935,Cobro Destino,"CULIACAN, SIN.","CARRT AL NTE ENTRE KM 3.5 Y PR, LA PRESITA BADIRAGUATO, 80935, CULIACAN, SIN",,"CARRETERA AL NTE KM 3.5 S/N   N/A_x000D__x000D_CULIACAN,80310, SIN_x000D_MX",667-513-1775,IRB020227B74
242436,4503095132,191864,1,2026-08-12,2026-09-11,C04913,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,PRESIDENTE INTERCONTINENTAL COZUMEL,6942.02,0,1110.72,8052.75,405.0,4029-A48,,3,CJA,CARRETERA A CHANKANAB KM. 6.5,ZONA HOTELERA SUR COZUMEL,COZUMEL,QR,77600,Cobro Regreso,"COZUMEL, QR.","CARRETERA A CHANKANAB KM. 6.5, ZONA HOTELERA SUR COZUMEL, 77600, COZUMEL, QR",,"AVENIDA EJERCITO NACIONAL MEXICANO 769 INT TORRE B PISO 8   GRANADA_x000D__x000D_MIGUEL HIDALGO,11520, CMX_x000D_MX",987 872 9500 EXT 623,IHP810701G7A
242442,,193373,1,2026-08-12,2026-08-12,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,992.5,0,158.8,1151.3,0.0,4043-J07,,1,CJA,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,Cliente Pasa por Mercancia,"GUADALAJARA, JAL.","PRIVADA DEL GALLO 1525, LA AURORA, 44460, GUADALAJARA, JAL",,,,
242443,,192711,1,2026-08-12,2026-08-12,C07441,GIBALMI CONSORCIO EMPRESARIAL,HOTEL JF GRAND,2422.99,0,387.68,2810.67,0.0,4052-L35,,1,CJA,AV JUAREZ 3309,LA PAZ A,Puebla,PUE,72160,Cobro Destino,"Puebla, PUE.","AV JUAREZ 3309, LA PAZ A, 72160, Puebla, PUE",,,,
242444,HOLIDAY INN AMAREA EN ACAPULCO,193347,1,2026-08-12,2026-08-27,C06344,HOTELES ROMANO,LAILA HOTELS,848.79,0,135.81,984.6,0.0,68758340,,1,CJA,AV. COSTERA MIGUEL ALEMAN 2310,FRACC. COSTA AZUL,ACAPULCO,GRO,39840,Cobro Regreso,"ACAPULCO, GRO.","AV. COSTERA MIGUEL ALEMAN 2310, FRACC. COSTA AZUL, 39840, ACAPULCO, GRO",,,,
242445,61,192675,1,2026-08-12,2026-09-11,C09213,ADMINISTRADORA INN POTOSINA,RADISSON SAN LUIS POTOSI AEROPUERTO (148705),1213.68,0,194.19,1407.87,0.0,8893-L22,,1,CJA,CAMINO AL AEROPUERTO 590,RINCONADA DE LOS MAGUEYES,SAN LUIS POTOSI,SLP,78100,Cobro Regreso,"SAN LUIS POTOSI, SLP.","CAMINO AL AEROPUERTO 590, RINCONADA DE LOS MAGUEYES, 78100, SAN LUIS POTOSI, SLP",,,,
242446,DESARROLLADORA GRAND HOTEL - Amenidades,193311,1,2026-08-12,2026-08-12,C08449,DESARROLLADORA GRAND HOTEL,COURTYARD LOS LAGOS SAN LUIS POTOSI A0153234,787.33,0,125.97,913.3,0.0,C06601-L09,,1,CJA,AV LOS LAGOS 105,LOS LAGOS,SAN LUIS POTOSI,SLP,78397,Cobro Regreso,"SAN LUIS POTOSI, SLP.","AV LOS LAGOS 105, LOS LAGOS, 78397, SAN LUIS POTOSI, SLP",,,,
