Factura,Referencia,Pedido,Almacen,Fecha_Conta,Fecha_Venc,Cliente,Nombre_Cliente,Nombre_Extran,Costo$,DiscPrcnt,IVA,Total$,USD$,Codigo,FrgnName,Quantity,UM,Domicilio,Colonia,Cuidad,Estado,CP,Transporte,DESTINO,DIRECCION,Lote,FISCAL,TELEFONO,RFC
243405,PO5390875,192599.0,1,2026-09-03,2026-10-03,C04404,INMOBILIARIA DEL SUDESTE,FIESTA AMERICANA MERIDA FAMD,8716.0,0,1394.56,10110.56,0.0,4029-A05,MISCELANEOS,4,CJA,CALLE 56 A #451,CENTRO DE MERIDA,MERIDA,YUC,97000,Cobro Regreso,"MERIDA, YUC.","CALLE 56 A #451, CENTRO DE MERIDA, 97000, MERIDA, YUC",,,,
243406,PO5388673,192600.0,1,2026-09-03,2026-10-03,C05485,GRUPO POSADAS,FIESTA INN AEROPUERTO FIAPT,4358.0,0,697.28,5055.28,0.0,4029-A05,MISCELANEOS,2,CJA,BLVD.PASEO DEL AEROPUERTO No.502,MOCTEZUMA 2DA. SECCION,MEXICO,DF,15530,Cobro Regreso,"MEXICO, DF.","BLVD.PASEO DEL AEROPUERTO No.502, MOCTEZUMA 2DA. SECCION, 15530, MEXICO, DF",,,,
243407,MZT0010,194158.0,1,2026-09-03,2026-10-03,C09328,COMERCIALIZADORA SANITARIA,COMSAN,17887.5,25,2862.0,20749.5,0.0,4018-L14,,20,CJA,"CARRETERA FEDERAL LIBRE MEXICO-NOGALES KM 1194 , BODEGA 10, BM.",URIAS,MAZATLAN,SIN,82099,Cobro Regreso,"MAZATLAN, SIN.","CARRETERA FEDERAL LIBRE MEXICO-NOGALES KM 1194 , BODEGA 10, BM., URIAS, 82099, MAZATLAN, SIN",,,,
243408,20580,192945.0,1,2026-09-03,2026-10-03,C08125,OPERADORA TURISTICA VICTORIA,FIESTA AMERICANA GRAND QUERETARO OTV,10895.0,0,1743.2,12638.2,0.0,4029-A05,MISCELANEOS,5,CJA,BLVD.BERNARDO QUINTANA# 4050,ALAMOS 3A SEC,QUERETARO,QUE,76160,Cobro Regreso,"QUERETARO, QUE.","BLVD.BERNARDO QUINTANA# 4050, ALAMOS 3A SEC, 76160, QUERETARO, QUE",,,,
243409,PO5394806,192957.0,1,2026-09-03,2026-10-03,C05494,GRUPO POSADAS,FIESTA INN INSURGENTES SUR (FITIN),4358.0,0,697.28,5055.28,0.0,4029-A05,MISCELANEOS,2,CJA,MERCADERES No. 20,SAN JOSE INSURGENTES,MEXICO,DF,3900,One Paqueteria C.Regreso,"MEXICO, DF.","MERCADERES No. 20, SAN JOSE INSURGENTES, 03900, MEXICO, DF",,,,
243410,OPERADORA HANNAHMAY,193805.0,1,2026-09-03,2026-09-18,C09411,OPERADORA HANNAHMAY,HOLIDAY INN CUERNAVACA (CVJMX),2804.4,0,448.7,3253.1,0.0,68758339,,5,CJA,CALLE GALEANA 42,ACAPANTZINGO,CUERNAVACA,MOR,62440,Cobro Regreso,"CUERNAVACA, MOR.","CALLE GALEANA 42, ACAPANTZINGO, 62440, CUERNAVACA, MOR",,,,
243411,4700253905,193839.0,1,2026-09-03,2026-10-18,C08577,OPERADORA TURISTICA OMV,"TAPESTRY COLLECTION BY HILTON ALBOR SAN MIGUEL DE ALLENDE, MEXICO (BJXUP)",2215.0,0,354.4,2569.4,0.0,4029-A05,MISCELANEOS,1,CJA,CAMINO A LAS 3 CRUCES 149,SALTITO DE GUADALUPE,SAN MIGUEL DE ALLENDE,GTO,37760,Cobro Regreso,"SAN MIGUEL DE ALLENDE, GTO.","CAMINO A LAS 3 CRUCES 149, SALTITO DE GUADALUPE, 37760, SAN MIGUEL DE ALLENDE, GTO",,,,
243412,PO5424887,193887.0,1,2026-09-03,2026-10-03,C09341,OPERACIONES HOTELERAS DE IXTAPAN DE LA SAL,FIESTA AMERICANA HACIENDA IXTAPAN DE LA SAL (FAHI),2179.0,0,348.64,2527.64,0.0,4029-A05,MISCELANEOS,1,CJA,JOSE MARIA MORELOS 44,FRACC BUGAMBILIAS,IXTAPAN DE LA SAL,MEX,51900,Cobro Regreso,"IXTAPAN DE LA SAL, MEX.","JOSE MARIA MORELOS 44, FRACC BUGAMBILIAS, 51900, IXTAPAN DE LA SAL, MEX",,,,
243414,PVRPA0000066379,194032.0,1,2026-09-03,2026-10-03,C08358,PAKEAH,"HILTON VALLARTA RIVIERA ALL-INCLUSIVE RESORT,PUERTO VALLARTA,MEXICO (PVRPA)",4430.0,0,708.8,5138.8,0.0,4029-A05,MISCELANEOS,2,CJA,CARRETERA BARRA DE NAVIDAD KM 4.5,ZONA HOTELERA SUR,PUERTO VALLARTA,JAL,38390,Cobro Regreso,"PUERTO VALLARTA, JAL.","CARRETERA BARRA DE NAVIDAD KM 4.5, ZONA HOTELERA SUR, 38390, PUERTO VALLARTA, JAL",,,,
243415,PEDIDO HOTEL ENCORE PUEBLA,194044.0,1,2026-09-03,2026-09-18,C05818,OPERADORA HOTELERA PUEBLA,RAMADA ENCORE PUEBLA A0191476,3320.5,0,531.28,3851.78,0.0,4029-A92,,1,CJA,LATERAL DEL ANILLO PERIFERICO #1230,SAN FRANCISCO  OCOTLAN,CORONANGO,PUE,72680,Cobro Regreso,"CORONANGO, PUE.","LATERAL DEL ANILLO PERIFERICO #1230, SAN FRANCISCO  OCOTLAN, 72680, CORONANGO, PUE",,,,
