Factura,Referencia,Pedido,Almacen,Fecha_Conta,Fecha_Venc,Cliente,Nombre_Cliente,Nombre_Extran,Costo$,DiscPrcnt,IVA,Total$,USD$,Codigo,FrgnName,Quantity,UM,Domicilio,Colonia,Cuidad,Estado,CP,Transporte,DESTINO,DIRECCION,Lote,FISCAL,TELEFONO,RFC
243637,310827,194069.0,1,2026-09-09,2026-09-24,C05754,VISUS GRUPO HOTELERO,HOLIDAY INN EXPRESS & SUITES MONTERREY VALLE (MTYRR),4360.44,0,697.67,5058.11,0.0,68758340,,7,CJA,AV. VASCONCELOS 345,SANTA ENGRACIA,"SAN PEDRO GARZA GARCIA, NL",NL,66267,Cobro Regreso,"SAN PEDRO GARZA GARCIA, NL, NL.","AV. VASCONCELOS 345, SANTA ENGRACIA, 66267, SAN PEDRO GARZA GARCIA, NL, NL",,"AVENIDA VASCONCELOS 345   SANTA ENGRACIA_x000D__x000D_SAN PEDRO GARZA GARCIA,66267, NL_x000D_MX",(81) 2222.60.00,VGH161110FT6
243639,,194334.0,1,2026-09-09,2026-09-24,C00486,INMOBILIARIA ZIG,HOTEL GUADALAJARA PLAZA EXPO,1669.25,0,267.08,1936.33,0.0,4018-A25,,1,CJA,MARIANO OTERO No.3261,VERDE VALLE,GUADALAJARA,JAL,44550,Transporte LOCAL,"GUADALAJARA, JAL.","MARIANO OTERO No.3261, VERDE VALLE, 44550, GUADALAJARA, JAL",,"MARIANO OTERO No.3261   VERDE VALLE_x000D__x000D_GUADALAJARA,44550, JAL_x000D_MX",33 3669 0215,IZI790807KA9
243640,000000000010220,194338.0,1,2026-09-09,2026-10-09,C08695,PROYECTOS PROCAR,"HAMPTON CIUDAD DEL CARMEN CAMPECHE, MEXICO (CMEMX)",3066.0,0,490.56,3556.56,0.0,4011-L29,,2,CJA,AV ISLA DE TRIS 28 A,FRACCIONAMIENTO RESIDENCIAL SAN MIGUEL,CIUDAD DEL CARMEN,CAM,24157,Cobro Regreso,"CIUDAD DEL CARMEN, CAM.","AV ISLA DE TRIS 28 A, FRACCIONAMIENTO RESIDENCIAL SAN MIGUEL, 24157, CIUDAD DEL CARMEN, CAM",,"AV JUAN SALVADOR AGRAZ 65 INTERIOR 10B   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",938 175 0100,PPR090309LZ8
243642,OPERADORA HANGAR INN,194339.0,1,2026-09-09,2026-09-09,C05989,OPERADORA HANGAR INN,HOTEL HANGAR 33,2621.8,0,419.49,3041.29,0.0,4029-A94,,2,CJA,CARR. GUADALAJARA A CHAPALA #8701 INT 30,REFUGIO DEL VALLE,TLAJOMULCO DE ZUÑIGA,JAL,45672,Transporte LOCAL,"TLAJOMULCO DE ZUÑIGA, JAL.","CARR. GUADALAJARA A CHAPALA #8701 INT 30, REFUGIO DEL VALLE, 45672, TLAJOMULCO DE ZUÑIGA, JAL",,"20 DE NOVIEMBRE 2047 INT. 30   RANCHO ALEGRE_x000D__x000D_TLAJOMULCO DE ZUÑIGA,45672, JAL_x000D_MX",331 642 9381,OHI160527G42
243643,132293,194341.0,1,2026-09-09,2026-10-09,C00485,HOSPITALIDAD LATINA,HOLIDAY INN GUADALAJARA SELECT GRUPO HOLA (GDLHI),5250.0,0,840.0,6090.0,0.0,4029-A96,,3,CJA,AV.NIÑOS HEROES 3089 M1-A,JARDINES DE LOS ARCOS,GUADALAJARA,JAL,44500,Transporte LOCAL,"GUADALAJARA, JAL.","AV.NIÑOS HEROES 3089 M1-A, JARDINES DE LOS ARCOS, 44500, GUADALAJARA, JAL",,"AVENIDA MARIANO OTERO 2535   CIUDAD DEL SOL_x000D__x000D_ZAPOPAN,45050, JAL_x000D_MX",33 3122 2020,HLA981210IF7
243644,7939,194331.0,1,2026-09-09,2026-09-24,C08323,TURISTICA ARIZONA,HOLIDAY INN EXPRESS SAN LUIS POTOSI A0201813 (SLPMV),1094.4,0,175.1,1269.5,0.0,68732292,,2,CJA,AV BENITO JUAREZ 1270,VALLE DORADO,SAN LUIS POTOSI,SLP,78399,Cobro Regreso,"SAN LUIS POTOSI, SLP.","AV BENITO JUAREZ 1270, VALLE DORADO, 78399, SAN LUIS POTOSI, SLP",,"AV BENITO JUAREZ 1270   VALLE DORADO_x000D__x000D_SAN LUIS POTOSI,78399, SLP_x000D_MX",444 499 9016,TAR0212118V1
243646,5680,194269.0,1,2026-09-09,2026-09-24,C02299,FJH HOTELEROS,EJECUTIVO EXPRESS,992.5,0,158.8,1151.3,0.0,4043-J07,,1,CJA,AV.MEXICO No.2920,TERRANOVA,GUADALAJARA,JAL,44689,Transporte LOCAL,"GUADALAJARA, JAL.","AV.MEXICO No.2920, TERRANOVA, 44689, GUADALAJARA, JAL",,"AV MEXICO 2920   TERRANOVA_x000D__x000D_GUADALAJARA,44689, JAL_x000D_MX",333 648 1515,FHO080226FI9
243647,,194344.0,1,2026-09-09,2026-09-09,C02052,OPERADORA TURISTICA SAN MARCOS,HOTEL SAN MARCOS,200.0,0,32.0,232.0,0.0,SCO,,1,PZA,AVENIDA CRESCENCIO ROSAS 21,SAN ANTONIO,SAN CRISTOBAL DE LAS CASAS,CHS,29250,Cobro Destino,"SAN CRISTOBAL DE LAS CASAS, CHS.","AVENIDA CRESCENCIO ROSAS 21, SAN ANTONIO, 29250, SAN CRISTOBAL DE LAS CASAS, CHS",,"AVENIDA CRESCENCIO ROSAS 21   SAN ANTONIO_x000D__x000D_SAN CRISTOBAL DE LAS CASAS,29250, CHS_x000D_MX",(967) 116-0519,OTS0807101A5
243648,TY-14154,194345.0,1,2026-09-09,2026-09-24,C07320,IMPULSORA PLAZA JUAREZ,CITY EXPRESS TIJUANA INSURGENTES (CETII),1005.73,0,160.92,1166.65,0.0,4051-L12,,1,CJA,BLVD INSURGENTES #5950,EL LAGO,TIJUANA,BC,22210,Cobro Regreso,"TIJUANA, BC.","BLVD INSURGENTES #5950, EL LAGO, 22210, TIJUANA, BC",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 664 969 2180,IPJ030829QDA
243649,18304,194346.0,1,2026-09-09,2026-10-09,C08070,SERVICIOS GLOBALES EN HOTELERIA DEL ESTADO DE MEXICO,CROWNE PLAZA TOLUCA (TLUCP),1370.88,0,219.34,1590.22,0.0,4052-L45,,4,CJA,AV.PASEO TOLLOCAN ORIENTE 750,FRANCISCO I. MADERO,METEPEC,MEX,52170,Cobro Regreso,"METEPEC, MEX.","AV.PASEO TOLLOCAN ORIENTE 750, FRANCISCO I. MADERO, 52170, METEPEC, MEX",,"AVENIDA PASEO TOLLOCAN 750 PISO 5   FRANCISCO I MADERO_x000D__x000D_METEPEC,52172, MEX_x000D_MX",722 275 4475,SGH990318H90
