Factura,Referencia,Pedido,Almacen,Fecha_Conta,Fecha_Venc,Cliente,Nombre_Cliente,Nombre_Extran,Costo$,DiscPrcnt,IVA,Total$,USD$,Codigo,FrgnName,Quantity,UM,Domicilio,Colonia,Cuidad,Estado,CP,Transporte,DESTINO,DIRECCION,Lote,FISCAL,TELEFONO,RFC
243752,OC20169,194428.0,1,2026-09-11,2026-10-11,C01474,HOTEL FLAMINGOS PLAZA,COURTYARD MEXICO CITY REVOLUCION,9447.96,0,1511.67,10959.63,0.0,C06601-L08,,12,CJA,AV REVOLUCION #333,TACUBAYA,CDMX,CMX,11870,One Paqueteria C.Regreso,"CDMX, CMX.","AV REVOLUCION #333, TACUBAYA, 11870, CDMX, CMX",,,,
243755,4501033098,191760.0,1,2026-09-11,2026-10-11,C07297,ALMACENES PALACE RESORTS,PALACE RESORTS,166362.0,0,26617.92,192979.92,0.0,C07297-L01,,233,CJA,KM 21 MZA 01 LOTE 1 11 EDIF A,SM 47 CARRET CANCUN PTO MORELOS,CANCUN,QR,77506,Cobro Regreso,"CANCUN, QR.","KM 21 MZA 01 LOTE 1 11 EDIF A, SM 47 CARRET CANCUN PTO MORELOS, 77506, CANCUN, QR",,,,
243756,4501034230,192436.0,1,2026-09-11,2026-10-11,C07977,HOTELERA PALACE RESORTS,PALACE RESORTS,1546.9,0,247.5,1794.4,0.0,4016-L34,,1,CJA,KM 21 MZA 01 LOTE 1 11 EDIF A,SM 47 CARRET CANCUN PTO MORELOS,CANCUN,QR,77506,Cobro Regreso,"CANCUN, QR.","KM 21 MZA 01 LOTE 1 11 EDIF A, SM 47 CARRET CANCUN PTO MORELOS, 77506, CANCUN, QR",,,,
243757,4501034229,192440.0,1,2026-09-11,2026-10-11,C07977,HOTELERA PALACE RESORTS,PALACE RESORTS,1546.9,0,247.5,1794.4,0.0,4016-L34,,1,CJA,KM 21 MZA 01 LOTE 1 11 EDIF A,SM 47 CARRET CANCUN PTO MORELOS,CANCUN,QR,77506,Cobro Regreso,"CANCUN, QR.","KM 21 MZA 01 LOTE 1 11 EDIF A, SM 47 CARRET CANCUN PTO MORELOS, 77506, CANCUN, QR",,,,
243758,,194178.0,1,2026-09-11,2026-09-11,C09885,HOTEL CAMINO MAGICO,HOTEL NUKARI QUINTA BOUTIQUE,798.9,0,127.82,926.72,0.0,4052-L41,,1,CJA,CALLE IGNACIO ALLENDE 22,CENTRO,JALA,NAY,63890,Cobro Destino,"JALA, NAY.","CALLE IGNACIO ALLENDE 22, CENTRO, 63890, JALA, NAY",,,,
243759,05424,194434.0,1,2026-09-11,2026-09-11,C05424,INMOBILIARIA AZUL DE ACAPULCO,CASAS Y VILLAS,911.99,0,145.92,1057.91,0.0,4016-J07,,1,CJA,CIRCUITO OLINALA LOTE 1,OLINALA PRINCESS,ACAPULCO DE JUAREZ,GRO,39890,Cobro Destino,"ACAPULCO DE JUAREZ, GRO.","CIRCUITO OLINALA LOTE 1, OLINALA PRINCESS, 39890, ACAPULCO DE JUAREZ, GRO",,,,
243760,5684,194435.0,1,2026-09-11,2026-09-26,C02299,FJH HOTELEROS,EJECUTIVO EXPRESS,664.9,0,106.38,771.28,0.0,4043-L39,,1,CJA,AV.MEXICO No.2920,TERRANOVA,GUADALAJARA,JAL,44689,Transporte LOCAL,"GUADALAJARA, JAL.","AV.MEXICO No.2920, TERRANOVA, 44689, GUADALAJARA, JAL",,,,
243763,SECADORAS AGOSTO 26,194192.0,1,2026-09-11,2026-10-11,C00308,OPERADORA RIO GRANDE,QUALITY INN AGUASCALIENTES (143211),3840.0,0,614.4,4454.4,0.0,JHEL-0022,,8,PZA,JOSE MARIA CHAVEZ  #101,CENTRO,AGUASCALIENTES,AGS,20000,Cobro Regreso,"AGUASCALIENTES, AGS.","JOSE MARIA CHAVEZ  #101, CENTRO, 20000, AGUASCALIENTES, AGS",,,,
243765,PEDIDO HOTEL RAMADA,194436.0,1,2026-09-11,2026-09-11,C04082,TRITRISQUELES,RAMADA PLAZA VERACRUZ,7171.5,0,1147.44,8318.94,0.0,4029-A96,,3,CJA,AV.LAS AMERICAS 241,FRACC. DE LAS AMERICAS,BOCA DEL RIO,VER,94299,Cobro Regreso,"BOCA DEL RIO, VER.","AV.LAS AMERICAS 241, FRACC. DE LAS AMERICAS, 94299, BOCA DEL RIO, VER",,,,
243766,110926,194440.0,1,2026-09-11,2026-09-11,C08328,MORENO DEVELOPMENT GROUP,MORGAN RESIDENCES BOUTIQUE,914.9,0,146.38,1061.28,0.0,4018-J07,,1,CJA,8 DE OCTUBRE 1921 INT DEP 504,AMPLIACION MARIANO MATAMOROS,CABO SAN LUCAS,BCS,23468,Cobro Destino,"CABO SAN LUCAS, BCS.","8 DE OCTUBRE 1921 INT DEP 504, AMPLIACION MARIANO MATAMOROS, 23468, CABO SAN LUCAS, BCS",,,,
243767,4500117046,194441.0,1,2026-09-11,2026-10-11,C00147,OPERADORA TURISTICA EMPORIO REFORMA,EMPORIO REFORMA,7530.0,0,1204.8,8734.8,0.0,4043-J07,,10,CJA,PASEO DE LA REFORMA 124,JUAREZ,MEXICO,CMX,6600,Cobro Regreso,"MEXICO, CMX.","PASEO DE LA REFORMA 124, JUAREZ, 06600, MEXICO, CMX",,,,
243768,MZTDT0024532,194442.0,1,2026-09-11,2026-10-11,C06466,HYDRA DESARROLLOS,"DOUBLETREE MAZATLAN, MEXICO (MZTDT)",10395.0,0,1663.2,12058.2,0.0,8014-L21,,5,CJA,AV CAMARON SABALO 905,ZONA COSTERA,MAZATLAN,SIN,82148,Cobro Regreso,"MAZATLAN, SIN.","AV CAMARON SABALO 905, ZONA COSTERA, 82148, MAZATLAN, SIN",,,,
243771,PEDIDO HAMPTON,194446.0,1,2026-09-11,2026-10-11,C08737,HOTELERA CARCUR CASTAÑEDA,"HAMPTON CIUDAD VICTORIA, MEXICO (CDJVC)",9198.0,0,1471.68,10669.68,0.0,4011-L27,,6,CJA,BOULEVARD TAMAULIPAS 2539,RESIDENCIAL CABAÑAS VICTORIA,VICTORIA,TAM,87025,Cobro Regreso,"VICTORIA, TAM.","BOULEVARD TAMAULIPAS 2539, RESIDENCIAL CABAÑAS VICTORIA, 87025, VICTORIA, TAM",,,,
243772,OPERADORA JAMAS,194447.0,1,2026-09-11,2026-09-11,C00547,OPERADORA JAMAS,HOTEL FENIX,2509.5,0,401.52,2911.02,0.0,4016-J08,,3,CJA,AV.CORONA # 160,ZONA CENTRO,GUADALAJARA,JAL,44100,Transporte LOCAL,"GUADALAJARA, JAL.","AV.CORONA # 160, ZONA CENTRO, 44100, GUADALAJARA, JAL",,,,
243774,PAZTU,194449.0,1,2026-09-11,2026-09-11,C04572,GRUPO INMOBILIARIO RICSHER,HOLIDAY INN EXPRESS TUXPAN A0200403 (PAZRL),2215.0,0,354.4,2569.4,0.0,4029-A05,MISCELANEOS,1,CJA,KM 6.5 CARRETERA  A LA BARRA  S/N,LA CALZADA,TUXPAN,VER,92773,Cobro Regreso,"TUXPAN, VER.","KM 6.5 CARRETERA  A LA BARRA  S/N, LA CALZADA, 92773, TUXPAN, VER",,,,
243775,HOTEL LUCERNA CULIACAN,194450.0,1,2026-09-11,2026-10-11,C01514,COMPAÑIA HOTELERA LUCERNA,HOTEL LUCERNA CULIACAN,2899.0,0,463.84,3362.84,0.0,4011-L09,,2,CJA,BLVD. DIEGO VALADEZ RIOS 99,DESARROLLO URBANO 3 RIOS,CULIACAN,SIN,80020,Cobro Regreso,"CULIACAN, SIN.","BLVD. DIEGO VALADEZ RIOS 99, DESARROLLO URBANO 3 RIOS, 80020, CULIACAN, SIN",,,,
243776,,193674.0,1,2026-09-14,2026-09-14,C01265,HOTEL DE LOS PEREZ,HOTEL PIEDRA ALTA,2050.0,0,328.0,2378.0,0.0,4016-L35,,1,CJA,RASCON  2,CENTRO,SAN ANDRES TUXTLA,VER,95700,Cobro Destino,"SAN ANDRES TUXTLA, VER.","RASCON  2, CENTRO, 95700, SAN ANDRES TUXTLA, VER",,,,
