Factura,Referencia,Pedido,Almacen,Fecha_Conta,Fecha_Venc,Cliente,Nombre_Cliente,Nombre_Extran,Costo$,DiscPrcnt,IVA,Total$,USD$,Codigo,FrgnName,Quantity,UM,Domicilio,Colonia,Cuidad,Estado,CP,Transporte,DESTINO,DIRECCION,Lote,FISCAL,TELEFONO,RFC
243233,TD-12419,193959.0,1,2026-09-02,2026-09-17,C07253,IMPULSORA PLAZA JUAREZ,CITY EXPRESS ROSARITO (CEROS),2011.46,0,321.83,2333.29,0.0,4051-L12,,2,CJA,"CARRETERA LIBRE TIJUANA- ENSENADA, 362",REFORMA,PLAYAS DE ROSARITO,BC,22710,Cobro Regreso,"PLAYAS DE ROSARITO, BC.","CARRETERA LIBRE TIJUANA- ENSENADA, 362, REFORMA, 22710, PLAYAS DE ROSARITO, BC",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 661 614 4141,IPJ030829QDA
243234,RR-11570,193962.0,1,2026-09-02,2026-09-17,C07494,IMPULSORA PLAZA TAMAULIPAS,CITY EXPRESS PLUS TAMPICO (CPTAM),950.04,0,152.01,1102.05,0.0,4052-J07,,1,CJA,AVENIDA HIDALGO 2005-A,SMITH,TAMPICO,TAM,89140,Cobro Destino,"TAMPICO, TAM.","AVENIDA HIDALGO 2005-A, SMITH, 89140, TAMPICO, TAM",,"AVENIDA HIDALGO 2005-A   SMITH_x000D__x000D_TAMPICO,05348, TAM_x000D_MX",83-34-78-03-40,IPT0507261R5
243235,RR-11565,193963.0,1,2026-09-02,2026-09-17,C07494,IMPULSORA PLAZA TAMAULIPAS,CITY EXPRESS PLUS TAMPICO (CPTAM),1371.24,0,219.4,1590.64,0.0,4018-A23,,2,CJA,AVENIDA HIDALGO 2005-A,SMITH,TAMPICO,TAM,89140,Cobro Destino,"TAMPICO, TAM.","AVENIDA HIDALGO 2005-A, SMITH, 89140, TAMPICO, TAM",,"AVENIDA HIDALGO 2005-A   SMITH_x000D__x000D_TAMPICO,05348, TAM_x000D_MX",83-34-78-03-40,IPT0507261R5
243237,RR-11564,193964.0,1,2026-09-02,2026-09-17,C07494,IMPULSORA PLAZA TAMAULIPAS,CITY EXPRESS PLUS TAMPICO (CPTAM),3017.19,0,482.75,3499.94,0.0,4051-L11,,3,CJA,AVENIDA HIDALGO 2005-A,SMITH,TAMPICO,TAM,89140,Cobro Regreso,"TAMPICO, TAM.","AVENIDA HIDALGO 2005-A, SMITH, 89140, TAMPICO, TAM",,"AVENIDA HIDALGO 2005-A   SMITH_x000D__x000D_TAMPICO,05348, TAM_x000D_MX",83-34-78-03-40,IPT0507261R5
243238,RM-08251,193965.0,1,2026-09-02,2026-09-17,C07208,INMUEBLES MAJOPA,CITY JUNIOR SAN LUIS ZONA INDUSTRIAL (CJSLI),2489.76,0,398.36,2888.12,0.0,4051-J04,,6,CJA,CARRETERA 57 #157,LA MERCEDES,SAN LUIS POTOSI,SLP,78394,Cobro Regreso,"SAN LUIS POTOSI, SLP.","CARRETERA 57 #157, LA MERCEDES, 78394, SAN LUIS POTOSI, SLP",,"CARRETERA 57 #157   LA MERCEDES_x000D__x000D_SAN LUIS POTOSI,78394, SLP_x000D_MX",01 444 475 4400,IMA150225BC1
243239,QY-11508,193966.0,1,2026-09-02,2026-09-17,C07209,IMPULSORA PLAZA TIJUANA,CITY JUNIOR MEXICALI (CJMXL),2074.8,0,331.97,2406.77,0.0,4051-J04,,5,CJA,CALZADA MANUEL GOMEZ MORIN  #2120,GRANJAS AGRICOLAS,MEXICALI,BC,21297,Cobro Regreso,"MEXICALI, BC.","CALZADA MANUEL GOMEZ MORIN  #2120, GRANJAS AGRICOLAS, 21297, MEXICALI, BC",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",686 837 3200,IPT050810HQ4
243240,PV-20662,193967.0,1,2026-09-02,2026-09-17,C07229,IMPULSORA PLAZA JURICA,CITY EXPRESS QUERETARO JURICA (CEQRJ),1932.84,0,309.25,2242.09,0.0,4051-J03,,3,CJA,AVENIDA 5 DE FEBRERO NO.9200,ZONA INDUSTRIAL BENITO JUAREZ,QUERETARO,QUE,76100,Cobro Regreso,"QUERETARO, QUE.","AVENIDA 5 DE FEBRERO NO.9200, ZONA INDUSTRIAL BENITO JUAREZ, 76100, QUERETARO, QUE",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 442 103 3900,IPJ09071513A
243241,PA-06380,193968.0,1,2026-09-02,2026-09-17,C07554,IMPULSORA PLAZA SAN CARLOS,CITY EXPRESS GUAYMAS (CEGYM),414.96,0,66.39,481.35,0.0,4051-J04,,1,CJA,BLVD. LUIS ENRIQUE ENCINAS JHONSON S/N,LAS QUINTAS,GUAYMAS,SON,85448,Cobro Destino,"GUAYMAS, SON.","BLVD. LUIS ENRIQUE ENCINAS JHONSON S/N, LAS QUINTAS, 85448, GUAYMAS, SON",,"JUAN SALVADOR AGRAZ #69 #12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",0,IPS180829BW1
243242,OZ-12196,193969.0,1,2026-09-02,2026-09-17,C07401,IMPULSORA PLAZA TIJUANA OTAY,CITY EXPRESS ENSENADA (CEESE),644.28,0,103.08,747.36,0.0,4051-J03,,1,CJA,PROL. BLVD. COSTERO # 2849 LOTE B-1 A-2 M-29,CARLOS PACHECO,ENSENADA,BC,22890,Cobro Regreso,"ENSENADA, BC.","PROL. BLVD. COSTERO # 2849 LOTE B-1 A-2 M-29, CARLOS PACHECO, 22890, ENSENADA, BC",,"BLVD GENERAL LAZARO CARDENAS  16002   OTAY UNIVERSIDAD_x000D__x000D_TIJUANA,22427, BCS_x000D_MX",01 646 152 2265,IPT071219PT3
243243,OW-09095,193970.0,1,2026-09-02,2026-09-17,C07186,IMPULSORA PLAZA GUADIANA,CITY EXPRESS DURANGO (CEDGO),1620.4,0,259.26,1879.66,0.0,4018-A25,,1,CJA,BLVD. FRANCISCO VILLA No. 4021,20 DE NOVIEMBRE,DURANGO,DUR,34234,Cobro Destino,"DURANGO, DUR.","BLVD. FRANCISCO VILLA No. 4021, 20 DE NOVIEMBRE, 34234, DURANGO, DUR",,"JUAN SALVADOR AGRAZ #69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, DF2_x000D_MX",01-618-150-3800,IPG110812574
243244,ON-12725,193972.0,1,2026-09-02,2026-09-17,C07351,IMPULSORA PLAZA TIJUANA,CITY EXPRESS SALTILLO SUR (CESLW),829.92,0,132.79,962.71,0.0,4051-J04,,2,CJA,PERIFERICO LUIS ECHEVERRIA #350 A,LOURDES,SALTILLO,COA,25070,Cobro Regreso,"SALTILLO, COA.","PERIFERICO LUIS ECHEVERRIA #350 A, LOURDES, 25070, SALTILLO, COA",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 844 411 0030,IPT050810HQ4
243245,OG-08457,193973.0,1,2026-09-02,2026-09-17,C07810,IMPULSORA PLAZA TIJUANA,CITY CENTRO SAN LUIS POTOSI (CCSLP),2483.52,0,397.36,2880.88,0.0,4052-J08,,3,CJA,CALLE IGNACIO ALDAMA 405,CENTRO HISTORICO,SAN LUIS POTOSI,SLP,78000,Cobro Regreso,"SAN LUIS POTOSI, SLP.","CALLE IGNACIO ALDAMA 405, CENTRO HISTORICO, 78000, SAN LUIS POTOSI, SLP",,"CALLE JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",444 804 2280,IPT050810HQ4
243246,NN-12768,193974.0,1,2026-09-02,2026-09-17,C07241,IMPULSORA PLAZA TIJUANA,CITY EXPRESS MATAMOROS (CEMAT),3017.19,0,482.75,3499.94,0.0,4051-L12,,3,CJA,AV PEDRO CARDENAS No 3993,INFONAVIT BUENAVISTA,MATAMOROS,TAM,87390,Cobro Regreso,"MATAMOROS, TAM.","AV PEDRO CARDENAS No 3993, INFONAVIT BUENAVISTA, 87390, MATAMOROS, TAM",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 868 247 1000,IPT050810HQ4
243247,NK-11590,193975.0,1,2026-09-02,2026-09-17,C07574,IMPULSORA PLAZA CELAYA,CITY EXPRESS CELAYA (CECEL),3017.19,0,482.75,3499.94,0.0,4051-L10,,3,CJA,EJE NORPONIENTE 803,15 DE MAYO,CELAYA,GTO,38016,Cobro Regreso,"CELAYA, GTO.","EJE NORPONIENTE 803, 15 DE MAYO, 38016, CELAYA, GTO",,"JUAN SALVADOR AGRAZ #69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",(461)618 59 00,IPC060309D42
243251,NC-10984,193977.0,1,2026-09-02,2026-09-17,C07245,INMOBILIARIA TSEMACH,CITY EXPRESS TUXPAN (CETXP),2011.46,0,321.83,2333.29,0.0,4051-L12,,2,CJA,AV. INDEPENDENCIA #118 A,LA RIVERA,TUXPAN,VER,92870,Cobro Regreso,"TUXPAN, VER.","AV. INDEPENDENCIA #118 A, LA RIVERA, 92870, TUXPAN, VER",,"AV. INDEPENDENCIA #118 A   LA RIVERA_x000D__x000D_TUXPAN,92870, VER_x000D_MX",01 783 835 9250,ITS1302058B2
243254,LR-18055,193978.0,1,2026-09-02,2026-09-17,C01770,IMPULSORA PLAZA CELAYA,CITY EXPRESS TEPOTZOTLAN (CETPO),2011.46,0,321.83,2333.29,0.0,4051-L11,,2,CJA,AUTOPISTA MEXICO QUERETARO KM 42.5,BARRIO TEXCACOA,TEPOTZOTLAN,MEX,54600,Cobro Regreso,"TEPOTZOTLAN, MEX.","AUTOPISTA MEXICO QUERETARO KM 42.5, BARRIO TEXCACOA, 54600, TEPOTZOTLAN, MEX",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",(55)58 99 31 90,IPC060309D42
243255,LJ-08376,193980.0,1,2026-09-02,2026-09-17,C07159,INNOVACION SUSTENTABLE MAREN,CITY EXPRESS TEPIC (CETPQ),6034.38,0,965.5,6999.88,0.0,4051-L10,,6,CJA,COLIMA #93 SUR,SAN ANTONIO,TEPIC,NAY,63159,Cobro Regreso,"TEPIC, NAY.","COLIMA #93 SUR, SAN ANTONIO, 63159, TEPIC, NAY",,"COLIMA #93 SUR   SAN ANTONIO_x000D__x000D_TEPIC,63159, NAY_x000D_MX",01 311 171 9001,ISM160318IKA
243256,KZ-05351,193981.0,1,2026-09-02,2026-09-17,C07205,OPERADORA DE HOTELES Y RESTAURANTES DEL PAPALOAPAN,CITY JUNIOR TUXTEPEC (CJTUX),2011.46,0,321.83,2333.29,0.0,4051-L10,,2,CJA,BLVD. BICENTENARIO #225,COSTA VERDE,SAN JUAN BAUTISTA TUXTEPEC,OAX,68370,Cobro Regreso,"SAN JUAN BAUTISTA TUXTEPEC, OAX.","BLVD. BICENTENARIO #225, COSTA VERDE, 68370, SAN JUAN BAUTISTA TUXTEPEC, OAX",,"REYES CATOLICOS 247 INT 4   DE LAS AMERICAS_x000D__x000D_BOCA DEL RIO,94299, VER_x000D_MX",01 287 875 9223,OHR170428LF2
243258,LN-11895,193979.0,1,2026-09-02,2026-09-17,C07256,IMPULSORA PLAZA JUAREZ,CITY EXPRESS LA RAZA (CELRZ),2489.76,0,398.36,2888.12,0.0,4051-J04,,6,CJA,CALZADA VALLEJO # 296,SAN FRANSISCO XOCOTITLA,CIUDAD DE MEXICO,CMX,2960,Cobro Regreso,"CIUDAD DE MEXICO, CMX.","CALZADA VALLEJO # 296, SAN FRANSISCO XOCOTITLA, 02960, CIUDAD DE MEXICO, CMX",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 55 5354 9390,IPJ030829QDA
243259,KJ-15585,193982.0,1,2026-09-02,2026-09-17,C07212,IMPULSORA PLAZA TIJUANA,CITY PLUS PERIFERICO SUR TLALPAN (CPPST),1005.73,0,160.92,1166.65,0.0,4051-L12,,1,CJA,BLVD ADOLFO RUIZ CORTINES,GUADALUPE,TLALPAN,DF2,14388,Cobro Regreso,"TLALPAN, DF2.","BLVD ADOLFO RUIZ CORTINES, GUADALUPE, 14388, TLALPAN, DF2",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 55 5483 6700,IPT050810HQ4
243260,JQ-15665,193986.0,1,2026-09-02,2026-09-17,C07608,IMPULSORA PLAZA CELAYA,CITY EXPRESS PLUS EBC REFORMA (CEEBC),829.92,0,132.79,962.71,0.0,4051-J04,,2,CJA,HAVRE #21,JUAREZ,CIUDAD DE MEXICO,DF2,6600,Cobro Regreso,"CIUDAD DE MEXICO, DF2.","HAVRE #21, JUAREZ, 06600, CIUDAD DE MEXICO, DF2",,"JUAN SALVADOR AGRAZ #69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 55 1102 0280,IPC060309D42
243261,JF-21464,193987.0,1,2026-09-02,2026-09-17,C07324,IMPULSORA PLAZA VILLA HERMOSA,CITY EXPRESS PLUS PUERTO VALLARTA (CPPVT),2011.46,0,321.83,2333.29,0.0,4051-L11,,2,CJA,BLVD FRANCISCO MEDINA ASCENCIO #2860,ZONA HOTELERA NORTE,PUERTO VALLARTA,JAL,48333,Cobro Regreso,"PUERTO VALLARTA, JAL.","BLVD FRANCISCO MEDINA ASCENCIO #2860, ZONA HOTELERA NORTE, 48333, PUERTO VALLARTA, JAL",,"JUAN SALVADOR AGRAZ 69  PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 322 226 3760,IPV060907T30
243262,JD-15075,193988.0,1,2026-09-02,2026-09-17,C07318,IMPULSORA PLAZA JUAREZ,CITY EXPRESS LOS MOCHIS (CELMM),1288.56,0,206.17,1494.73,0.0,4051-J03,,2,CJA,BLVD CENTENARIO No 1135,LAS DELICIAS,LOS MOCHIS,SIN,81277,Cobro Regreso,"LOS MOCHIS, SIN.","BLVD CENTENARIO No 1135, LAS DELICIAS, 81277, LOS MOCHIS, SIN",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",668 816 9800,IPJ030829QDA
