Factura,Referencia,Pedido,Almacen,Fecha_Conta,Fecha_Venc,Cliente,Nombre_Cliente,Nombre_Extran,Costo$,DiscPrcnt,IVA,Total$,USD$,Codigo,FrgnName,Quantity,UM,Domicilio,Colonia,Cuidad,Estado,CP,Transporte,DESTINO,DIRECCION,Lote,FISCAL,TELEFONO,RFC
242869,,193679.0,1,2026-08-25,2026-09-24,C02400,HOTELES CASA INN,CASA INN PREMIUM HOTEL QUERETARO,3320.5,0,531.28,3851.78,0.0,4029-A92,,1.0,CJA,PASEO DE MIRANDA OTE #2,FRACCIONAMIENTO MONTE MIRANDA,EL MARQUES,QUE,76240,Cobro Destino,"EL MARQUES, QUE.","PASEO DE MIRANDA OTE #2, FRACCIONAMIENTO MONTE MIRANDA, 76240, EL MARQUES, QUE",,"AV JUAN JOSE TORRES LANDA 202   FRACC.  DEL PARQUE_x000D__x000D_CELAYA,38010, GTO_x000D_MX",442 101 4100,HCI050405RW1
242870,,193680.0,1,2026-08-25,2026-09-24,C02400,HOTELES CASA INN,CASA INN PREMIUM HOTEL QUERETARO,5962.5,0,954.0,6916.5,0.0,4018-L16,,5.0,CJA,PASEO DE MIRANDA OTE #2,FRACCIONAMIENTO MONTE MIRANDA,EL MARQUES,QUE,76240,Cobro Destino,"EL MARQUES, QUE.","PASEO DE MIRANDA OTE #2, FRACCIONAMIENTO MONTE MIRANDA, 76240, EL MARQUES, QUE",,"AV JUAN JOSE TORRES LANDA 202   FRACC.  DEL PARQUE_x000D__x000D_CELAYA,38010, GTO_x000D_MX",442 101 4100,HCI050405RW1
242875,PO5358036,191539.0,1,2026-08-25,2026-09-24,C01544,FIDEICOMISO F/1596,FIESTA INN CHIHUAHUA (FICHI),5445.76,0,871.32,6317.05,322.2,JHRB-0012,,15.0,PZA,BLVD.ANTONIO ORTIZ MENA 2801,QUINTAS SOL,CHIHUAHUA,CHI,31250,Cobro Regreso,"CHIHUAHUA, CHI.","BLVD.ANTONIO ORTIZ MENA 2801, QUINTAS SOL, 31250, CHIHUAHUA, CHI",,"AV SANTA FE 481 PISO 7   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",(614)4290100/53,FFX121005C6A
242878,219883 MARITZA,193275.0,1,2026-08-25,2026-08-25,C01600,DESARROLLOS TURISTICOS CLAMI,HOTEL BEST WESTERN LOS MOCHIS,3647.96,0,583.67,4231.63,0.0,4016-J07,,4.0,CJA,ALVARO OBREGON No.691 PTE.,CENTRO,LOS MOCHIS,SIN,81200,Cobro Regreso,"LOS MOCHIS, SIN.","ALVARO OBREGON No.691 PTE., CENTRO, 81200, LOS MOCHIS, SIN",,"AVENIDA ALVARO OBREGON 691 PTE.   PRIMER CUADRO_x000D__x000D_AHOME,81200, SIN_x000D_MX",(668)816 30 00,DTC030807LN2
242879,,193671.0,1,2026-08-25,2026-09-24,C01120,OPERADORA ARIAL,HOLIDAY INN MATAMOROS (MAMTA),2320.44,0,371.27,2691.71,0.0,69706958,,4.0,CJA,AV. PEDRO CARDENAS 5001,EXPO FIESTA NORTE,MATAMOROS,TAM,87396,Cobro Regreso,"MATAMOROS, TAM.","AV. PEDRO CARDENAS 5001, EXPO FIESTA NORTE, 87396, MATAMOROS, TAM",,"AV.PEDRO CARDENAS 5001   EXPO FIESTA NORTE_x000D__x000D_MATAMOROS,87396, TAM_x000D_MX",868 811 5000,OAR101209JN4
242880,67,193277.0,1,2026-08-25,2026-09-24,C06122,ANTARES OPERADORA HOTELERA Y DE SERVICIOS,SLEEP INN LEON ANTARES (143228),3350.0,0,536.0,3886.0,0.0,1690-A12,,1000.0,PZA,BOULEVARD ADOLFO LOPEZ MATEOS 2500 E INT 3,SAN ISIDRO DE JEREZ,LEON,GTO,37530,Cobro Regreso,"LEON, GTO.","BOULEVARD ADOLFO LOPEZ MATEOS 2500 E INT 3, SAN ISIDRO DE JEREZ, 37530, LEON, GTO",,"BOULEVARD ADOLFO LOPEZ MATEOS 2500 E INT 3   SAN ISIDRO DE JEREZ_x000D__x000D_LEON,37530, GTO_x000D_MX",(477)1016900,AOH141010842
242881,BNET01002608210037748749,193689.0,1,2026-08-25,2026-08-25,C06571,ROYAL SONORA INMOBILIARIA,ROYAL SONORA,1192.5,0,190.8,1383.3,0.0,4018-L16,,1.0,CJA,CALLE SEPTIMA #97,HEROICA CIUDAD DE CANANEA CENTRO,CANANEA,SON,84620,Cobro Destino,"CANANEA, SON.","CALLE SEPTIMA #97, HEROICA CIUDAD DE CANANEA CENTRO, 84620, CANANEA, SON",,"CALLE SEPTIMA #97   HEROICA CIUDAD DE CANANEA CENTRO_x000D__x000D_CANANEA,84620, SON_x000D_MX",645 332 0000,RSI150129U59
242883,SERVICIOS PARA LA INDUSTRIA TURISTICA DEL SURESTE,193303.0,1,2026-08-25,2026-08-25,C09185,SERVICIOS PARA LA INDUSTRIA TURISTICA DEL SURESTE,HOTEL CHAN-KAH RESORT VILLAJE,7635.0,0,1221.6,8856.6,0.0,4043-J08,,10.0,CJA,CARR. PALENQUE A ZONA ARQUEOLOGICA KM 3.3 SIN NUMERO,PALENQUE CENTRO,PALENQUE,CHS,29960,Cobro Destino,"PALENQUE, CHS.","CARR. PALENQUE A ZONA ARQUEOLOGICA KM 3.3 SIN NUMERO, PALENQUE CENTRO, 29960, PALENQUE, CHS",,"CARR. PALENQUE A ZONA ARQUEOLOGICA KM 3.3 SIN NUMERO   PALENQUE CENTRO_x000D__x000D_PALENQUE,29960, CHS_x000D_MX",91 6345 1100,SIT2003079B1
242885,,193551.0,1,2026-08-25,2026-08-25,C07521,SOLE CITY INN,HOTEL ALDEA DEL BAZAR SPA BACOCHO,3817.5,0,610.8,4428.3,0.0,4043-J08,,5.0,CJA,BOULEVARD BENITO JUAREZ LOTE  7,FRACC BACOCHO,PUERTO ESCONDIDO,OAX,71983,Cobro Regreso,"PUERTO ESCONDIDO, OAX.","BOULEVARD BENITO JUAREZ LOTE  7, FRACC BACOCHO, 71983, PUERTO ESCONDIDO, OAX",,"BOULEVARD BENITO JUAREZ 7   BACOCHO_x000D__x000D_PUERTO ESCONDIDO,71983, OAX_x000D_MX",9541371549 /954 582,SCI1005139Z2
242886,0000007232,193552.0,1,2026-08-25,2026-09-24,C01762,DISTRIBUIDORA JOFA,DISTRIBUIDORA JOFA,6413.51,15,1026.16,7439.67,0.0,4043-L02,ALMOND & OLIVE BODY,7.0,CJA,CALLE VILLASANA #656,20 DE NOVIEMBRE,TIJUANA,BC,22100,Cobro Regreso,"TIJUANA, BC.","CALLE VILLASANA #656, 20 DE NOVIEMBRE, 22100, TIJUANA, BC",,"CALLE F 2473   LIBERTAD_x000D__x000D_MEXICALI,21030, BC_x000D_MX",686 557 1686,DJO031218PI8
